automated_name	n_proteins	detected_in_input	detected_in_phospho	detected_in_input_norm_phospho
c104372-g1 CLIP1 (CAP-GLY domain containing linker protein) - emapper OG	2	TRUE	TRUE	TRUE
c104373-g1 ACLY (ATP citrate lyase) - emapper OG	2	TRUE	TRUE	TRUE
c104374-g1 3-to-2 TLN1,TLN2 talin 1	1	TRUE	TRUE	TRUE
c104374-g2 1-to-1 WDR7 WD repeat domain 7	1	TRUE	TRUE	TRUE
c104378-g1 1-to-1 XPO1 exportin 1	1	TRUE	FALSE	FALSE
c104379-g2 dm-FAM21	3	TRUE	TRUE	TRUE
c104380-g1 1-to-1 EEA1 early endosome antigen 1	2	TRUE	FALSE	FALSE
c104380-g2 hs-PVRIG,BTLA,CD19,TREML1,NRG1,SUSD3,MFAP3,VSTM4,IGSF..	1	FALSE	TRUE	FALSE
c104382-g1 GIT2 (G protein-coupled receptor kinase interacting ArfGAP) - emapper OG	1	TRUE	TRUE	TRUE
c104382-g2 GIT2 (G protein-coupled receptor kinase interacting ArfGAP) - emapper OG	1	TRUE	TRUE	TRUE
c104383-g1 1-to-2 ABL1,ABL2 ABL proto-oncogene 1, non-receptor tyrosine kinase	1	TRUE	TRUE	TRUE
c104384-g1 GBA (Glucosidase, beta, acid) - emapper OG	1	TRUE	FALSE	FALSE
c104385-g1 (Nidogen-like) - emapper OG	1	TRUE	FALSE	FALSE
c104386-g3 (CAP-Gly domain) - emapper OG	2	TRUE	TRUE	TRUE
c104387-g1	1	TRUE	FALSE	FALSE
c104388-g1 1-to-4 SIPA1L3,SIPA1L2,SIPA1,SIPA1L1 signal induced proliferation associated 1 like 3	2	TRUE	TRUE	TRUE
c104389-g2 hs-B3GALT4,B3GNT5,B3GALT5,B3GALT9,A3GALT2,B3GALT6,LFN..	1	TRUE	FALSE	FALSE
c104392-g1 SUPT16H (suppressor of Ty 16 homolog (S. cerevisiae)) - emapper OG	1	TRUE	TRUE	TRUE
c104394-g2 ALDH5A1 (aldehyde dehydrogenase 5 family, member A1) - emapper OG	1	TRUE	FALSE	FALSE
c104395-g1 CTNNB1 (Catenin (Cadherin-associated protein), beta 1, 88kDa) - emapper OG	1	TRUE	TRUE	TRUE
c104396-g1 1-to-2 PLEK2,PLEK pleckstrin 2	1	TRUE	FALSE	FALSE
c104396-g2 1-to-1 COPB2 coatomer protein complex subunit beta 2	1	TRUE	TRUE	TRUE
c104397-g1 1-to-2 NPC1,NPC1L1 NPC intracellular cholesterol transporter 1	2	TRUE	TRUE	TRUE
c104398-g1 1-to-1 CSDE1 cold shock domain containing E1	1	TRUE	TRUE	TRUE
c104399-g1 PARP14 (poly(ADP-ribose) polymerase family member 14) - blastp	1	TRUE	FALSE	FALSE
c104400-g1 1-to-1 NUP210L nucleoporin 210 like	1	TRUE	TRUE	TRUE
c104402-g1	2	TRUE	TRUE	TRUE
c104403-g1 14-to-1 CYP46A1 cytochrome P450 family 46 subfamily A member 1	1	TRUE	FALSE	FALSE
c104403-g2 1-to-1 RBM15B RNA binding motif protein 15B	1	TRUE	TRUE	TRUE
c104406-g1 (Inherit from KOG: GTPase activating protein) - emapper OG	2	TRUE	TRUE	TRUE
c104407-g1 1-to-1 OGT O-linked N-acetylglucosamine (GlcNAc) transferase	1	TRUE	FALSE	FALSE
c104408-g3 3-to-2 ACSBG1,ACSBG2 acyl-CoA synthetase bubblegum family member 1	2	TRUE	FALSE	FALSE
c104409-g1 1-to-4 ZFR2,ZFR,ILF3,STRBP zinc finger RNA binding protein 2	1	TRUE	TRUE	TRUE
c104410-g1	1	FALSE	TRUE	FALSE
c104411-g1 (RhoGEF domain) - emapper OG	1	FALSE	TRUE	FALSE
c104412-g1	1	TRUE	FALSE	FALSE
c104413-g1 hs-FAM76A,LZTFL1	1	TRUE	TRUE	TRUE
c104413-g2 1-to-1 SCML2 sex comb on midleg like 2 (Drosophila)	4	TRUE	TRUE	TRUE
c104414-g1 CUL3 (Cullin 3) - emapper OG	1	TRUE	TRUE	TRUE
c104417-g1 hs-OAF	1	TRUE	FALSE	FALSE
c104418-g1 1-to-3 KDM5B,KDM5C,KDM5A lysine demethylase 5B	1	TRUE	TRUE	TRUE
c104420-g1 1-to-1 EDRF1 erythroid differentiation regulatory factor 1	2	TRUE	TRUE	FALSE
c104420-g2 1-to-2 RBM39,RBM23 RNA binding motif protein 39	1	TRUE	TRUE	TRUE
c104421-g1 (Inherit from euNOG: Inter-alpha-trypsin inhibitor heavy chain) - emapper OG	1	TRUE	TRUE	TRUE
c104421-g2 (Inherit from euNOG: Inter-alpha-trypsin inhibitor heavy chain) - emapper OG	2	TRUE	TRUE	FALSE
c104422-g1 1-to-1 RAPH1 Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	1	TRUE	TRUE	TRUE
c104424-g3 1-to-2 PRKCQ,PRKCD protein kinase C theta	1	TRUE	TRUE	TRUE
c104424-g4 1-to-2 PRKCE,PRKCH protein kinase C epsilon	1	TRUE	TRUE	TRUE
c104426-g1 (endothelin converting enzyme) - emapper OG	2	TRUE	FALSE	FALSE
c104427-g1 1-to-1 DGKQ diacylglycerol kinase theta	3	TRUE	TRUE	TRUE
c104429-g1 2-to-1 ACSS1 acyl-CoA synthetase short chain family member 1	3	TRUE	TRUE	TRUE
c104429-g4 CD63 (Cd63 molecule) - emapper OG	1	FALSE	TRUE	FALSE
c104430-g1 1-to-2 MYO7A,MYO7B myosin VIIA	2	TRUE	TRUE	TRUE
c104432-g3 1-to-2 GK2,GK glycerol kinase 2	1	TRUE	FALSE	FALSE
c104433-g1 CASKIN2 (CASK interacting protein) - emapper OG	1	TRUE	TRUE	TRUE
c104433-g4	2	TRUE	TRUE	FALSE
c104433-g5	1	TRUE	TRUE	TRUE
c104433-g6 RPL4 (Ribosomal protein L4) - emapper OG	1	TRUE	TRUE	TRUE
c104435-g1 leuA, Marinomonas sp. (strain MWYL1)	1	TRUE	TRUE	TRUE
c104436-g1 1-to-1 COPA coatomer protein complex subunit alpha	2	TRUE	TRUE	FALSE
c104437-g3 1-to-1 CASP9 caspase 9	3	TRUE	TRUE	TRUE
c104438-g1 1-to-1 SLC33A1 solute carrier family 33 member 1	1	TRUE	FALSE	FALSE
c104440-g1 1-to-1 ASAH2 N-acylsphingosine amidohydrolase 2	2	TRUE	FALSE	FALSE
c104442-g1 (BAI1-associated protein 3) - emapper OG	1	TRUE	FALSE	FALSE
c104443-g3 (Involved in the post-translational conjugation of arginine to the N-terminal aspartate or glutamat	2	TRUE	FALSE	FALSE
c104445-g1 (member RAS oncogene family) - emapper OG	1	TRUE	TRUE	TRUE
c104445-g3 1-to-1 HEATR3 HEAT repeat containing 3	2	TRUE	FALSE	FALSE
c104446-g2 IKBKE (inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon) - emapper OG	2	TRUE	FALSE	FALSE
c104446-g3 2-to-2 TBK1,IKBKE TANK binding kinase 1	1	TRUE	FALSE	FALSE
c104446-g4 1-to-2 RAB39A,RAB39B RAB39A, member RAS oncogene family	1	TRUE	FALSE	FALSE
c104447-g1 1-to-1 CLUH clustered mitochondria homolog	1	TRUE	TRUE	TRUE
c104448-g1 TARS (threonyl-tRNA synthetase) - emapper OG	1	TRUE	TRUE	TRUE
c104450-g1 1-to-1 ISCA1 iron-sulfur cluster assembly 1	1	TRUE	FALSE	FALSE
c104450-g2 3-to-2 HECW2,HECW1 HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	1	TRUE	TRUE	TRUE
c104451-g2 1-to-5 SYTL2,SYTL4,SYTL5,SYTL1... synaptotagmin like 2	11	TRUE	TRUE	TRUE
c104452-g1 1-to-1 SRRM1 serine and arginine repetitive matrix 1	1	TRUE	TRUE	TRUE
c104453-g2 aerA, Aeromonas enteropelogenes	2	TRUE	FALSE	FALSE
c104454-g1 2-to-2 ADAP2,ADAP1 ArfGAP with dual PH domains 2	1	TRUE	TRUE	TRUE
c104454-g2 homeobox domain-containing	1	FALSE	TRUE	FALSE
c104454-g3 1-to-1 VPS8 VPS8, CORVET complex subunit	2	TRUE	TRUE	FALSE
c104455-g1 vioB, Chromobacterium violaceum (strain ATCC 12472..	1	TRUE	FALSE	FALSE
c104456-g1 1-to-1 PSMD1 proteasome 26S subunit, non-ATPase 1	2	TRUE	TRUE	TRUE
c104457-g1 1-to-2 PPP1R16A,PPP1R16B protein phosphatase 1 regulatory subunit 16A	1	TRUE	TRUE	TRUE
c104460-g1 1-to-2 NFKB1,NFKB2 nuclear factor kappa B subunit 1	1	TRUE	TRUE	TRUE
c104462-g1 2-to-1 OCA2 OCA2 melanosomal transmembrane protein	2	TRUE	TRUE	TRUE
c104463-g2 1-to-2 ATP8A2,ATP8A1 ATPase phospholipid transporting 8A2	3	TRUE	TRUE	FALSE
c104465-g1 1-to-1 CEP85 centrosomal protein 85	1	TRUE	FALSE	FALSE
c104468-g1 hs-MTTP	1	TRUE	FALSE	FALSE
c104469-g2 4-to-4 ATP13A2,ATP13A4,ATP13A5,ATP13A3 ATPase 13A2	2	TRUE	FALSE	FALSE
c104469-g4 6-to-4 ATP13A2,ATP13A4,ATP13A5,ATP13A3 ATPase 13A2	1	FALSE	TRUE	FALSE
c104470-g1	1	FALSE	TRUE	FALSE
c104470-g2 SUGT1 (SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)) - emapper OG	1	TRUE	TRUE	TRUE
c104470-g3 (BRCT domain protein) - emapper OG	1	TRUE	FALSE	FALSE
c104471-g5 2-to-1 RAB21 RAB21, member RAS oncogene family	1	TRUE	TRUE	TRUE
c104472-g1 hs-CRLF2,IL9R	1	FALSE	TRUE	FALSE
c104475-g1 ETS1 (V-ets erythroblastosis virus E26 oncogene homolog) - emapper OG	2	TRUE	TRUE	TRUE
c104476-g1 1-to-1 SUPT6H SPT6 homolog, histone chaperone	1	TRUE	TRUE	TRUE
c104477-g1	2	TRUE	TRUE	FALSE
c104478-g1	1	FALSE	TRUE	FALSE
c104478-g3 1-to-2 RGS12,RGS14 regulator of G protein signaling 12	2	TRUE	TRUE	TRUE
c104478-g5	1	TRUE	TRUE	TRUE
c104479-g2 1-to-1 SMC3 structural maintenance of chromosomes 3	5	TRUE	TRUE	FALSE
c104481-g1 1-to-1 DDX23 DEAD-box helicase 23	1	TRUE	TRUE	TRUE
c104481-g3 1-to-1 PAF1 PAF1 homolog, Paf1/RNA polymerase II complex component	2	TRUE	TRUE	FALSE
c104482-g1 1-to-1 TRAPPC10 trafficking protein particle complex 10	2	TRUE	TRUE	TRUE
c104483-g1 7-to-2 FRRS1,FRRS1L ferric chelate reductase 1	1	TRUE	FALSE	FALSE
c104484-g2 1-to-1 CACHD1 cache domain containing 1	2	TRUE	FALSE	FALSE
c104485-g1 1-to-3 RASA4,RASA4B,RASAL1 RAS p21 protein activator 4	3	TRUE	TRUE	TRUE
c104485-g3 1-to-4 CHD6,CHD8,CHD7,CHD9 chromodomain helicase DNA binding protein 6	1	TRUE	TRUE	TRUE
c104488-g1 PGUG-01829 (proteasome regulatory particle subunit) - emapper OG	1	TRUE	FALSE	FALSE
c104488-g2 (Ankyrin Repeat Protein) - emapper OG	1	TRUE	FALSE	FALSE
c104488-g3 1-to-1 MTR 5-methyltetrahydrofolate-homocysteine methyltransferase	2	TRUE	TRUE	TRUE
c104490-g2 SCUBE1 (signal peptide, CUB domain, EGF-like 1) - blastp	1	TRUE	FALSE	FALSE
c104491-g1 1-to-1 MED23 mediator complex subunit 23	2	TRUE	FALSE	FALSE
c104492-g1 1-to-1 IDE insulin degrading enzyme	1	TRUE	TRUE	TRUE
c104494-g1 CRY2 (cryptochrome) - emapper OG	1	TRUE	FALSE	FALSE
c104494-g2	1	FALSE	TRUE	FALSE
c104495-g1 DOCK4 (dedicator of cyto-kinesis) - emapper OG	1	TRUE	TRUE	TRUE
c104496-g1	1	TRUE	FALSE	FALSE
c104496-g2 (Hemolysin-type calcium-binding) - emapper OG	1	TRUE	FALSE	FALSE
c104497-g1 (Leucine-rich repeat kinase) - emapper OG	2	TRUE	TRUE	TRUE
c104497-g10 (Leucine-rich repeat kinase) - emapper OG	1	FALSE	TRUE	FALSE
c104497-g3 (Leucine-rich repeat kinase) - emapper OG	1	FALSE	TRUE	FALSE
c104497-g6 MAP3K9 (protein kinase kinase kinase) - emapper OG	1	FALSE	TRUE	FALSE
c104497-g8 1-to-1 ABCB7 ATP binding cassette subfamily B member 7	1	TRUE	FALSE	FALSE
c104500-g1 (Sulfatase-modifying factor enzyme 1) - emapper OG	1	TRUE	FALSE	FALSE
c104502-g1 EIF2AK2 (eukaryotic translation initiation factor 2 alpha kinase 2) - blastp	1	FALSE	TRUE	FALSE
c104504-g1 TBP (TATA box binding protein) - emapper OG	1	TRUE	FALSE	FALSE
c104506-g1 1-to-2 ABLIM1,ABLIM2 actin binding LIM protein 1	2	TRUE	TRUE	FALSE
c104506-g5 (collagen, type) - emapper OG	1	TRUE	FALSE	FALSE
c104507-g3 hs-TPM4	1	TRUE	FALSE	FALSE
c104507-g6	1	TRUE	TRUE	TRUE
c104507-g7 1-to-1 CMTR2 cap methyltransferase 2	2	TRUE	FALSE	FALSE
c104509-g2 CYP11A1 (Cytochrome P450 family 11 subfamily A polypeptide 1) - emapper OG	2	TRUE	FALSE	FALSE
c104509-g4 CYP301A1 (Cytochrome P450 family 27 subfamily) - emapper OG	1	TRUE	FALSE	FALSE
c104510-g1 (Inherit from opiNOG: cytoplasm protein) - emapper OG	1	TRUE	TRUE	TRUE
c104510-g2 hs-EXOSC1,EXOSC3	1	TRUE	FALSE	FALSE
c104513-g1 hs-PEAK3	1	TRUE	FALSE	FALSE
c104514-g1 PGUG-02754 (Rhomboid 5 homolog) - emapper OG	1	TRUE	TRUE	TRUE
c104515-g1 TAX1BP1 (Tax1 (human T-cell leukemia virus type I) binding protein 1) - emapper OG	1	TRUE	FALSE	FALSE
c104518-g1	1	TRUE	FALSE	FALSE
c104520-g1 1-to-2 ALDH1L2,ALDH1L1 aldehyde dehydrogenase 1 family member L2	1	TRUE	FALSE	FALSE
c104522-g1 1-to-1 FTSJ3 FtsJ homolog 3	3	TRUE	TRUE	TRUE
c104524-g1 1-to-2 ARFGEF1,ARFGEF2 ADP ribosylation factor guanine nucleotide exchange factor 1	2	TRUE	TRUE	TRUE
c104526-g2 1-to-4 AFF4,AFF2,AFF1,AFF3 AF4/FMR2 family member 4	2	FALSE	TRUE	FALSE
c104527-g1 2-to-1 INF2 inverted formin, FH2 and WH2 domain containing	1	TRUE	TRUE	TRUE
c104527-g2	1	TRUE	TRUE	TRUE
c104527-g3 1-to-1 WASHC5 WASH complex subunit 5	1	TRUE	FALSE	FALSE
c104528-g1 (NADPH Oxidase) - emapper OG	1	TRUE	TRUE	TRUE
c104529-g1 1-to-1 PDE2A phosphodiesterase 2A	2	TRUE	TRUE	TRUE
c104530-g1 5-to-1 TBXAS1 thromboxane A synthase 1	1	TRUE	FALSE	FALSE
c104532-g1 PSMB2 (The proteasome is a multicatalytic proteinase complex which is characterized by its ability	1	TRUE	FALSE	FALSE
c104532-g2 1-to-1 EIF2AK3 eukaryotic translation initiation factor 2 alpha kinase 3	1	TRUE	TRUE	TRUE
c104534-g1 1-to-3 DNM3,DNM1,DNM2 dynamin 3	1	TRUE	TRUE	TRUE
c104535-g1 2-to-1 TNR tenascin R	1	TRUE	TRUE	TRUE
c104536-g4	1	TRUE	FALSE	FALSE
c104536-g5	1	FALSE	TRUE	FALSE
c104538-g1 1-to-1 UPF2 UPF2, regulator of nonsense mediated mRNA decay	1	TRUE	TRUE	TRUE
c104539-g1 SF1 (splicing factor 1) - blastp	1	TRUE	TRUE	TRUE
c104541-g1 (Ribosomal protein) - emapper OG	1	TRUE	TRUE	TRUE
c104543-g1 SAMHD1 (SAM domain and HD domain 1) - emapper OG	2	TRUE	FALSE	FALSE
c104544-g1 1-to-1 BBS4 Bardet-Biedl syndrome 4	1	TRUE	FALSE	FALSE
c104545-g1 5-to-1 TBXAS1 thromboxane A synthase 1	1	TRUE	FALSE	FALSE
c104546-g1 1-to-4 MARK4,MARK2,MARK3,MARK1 microtubule affinity regulating kinase 4	1	TRUE	TRUE	TRUE
c104547-g1 1-to-1 VCPIP1 valosin containing protein interacting protein 1	1	TRUE	TRUE	TRUE
c104549-g2 hs-PLCXD3,PLCXD1,PLCXD2,FAM151B	1	TRUE	FALSE	FALSE
c104551-g2 1-to-1 TRIP12 thyroid hormone receptor interactor 12	2	TRUE	TRUE	TRUE
c104553-g2 1-to-2 MYO18B,MYO18A myosin XVIIIB	1	TRUE	TRUE	TRUE
c104553-g5 1-to-1 AMT aminomethyltransferase	1	TRUE	FALSE	FALSE
c104554-g1 1-to-1 MANSC1 MANSC domain containing 1	1	TRUE	FALSE	FALSE
c104554-g2	1	FALSE	TRUE	FALSE
c104554-g3 1-to-2 ACACB,ACACA acetyl-CoA carboxylase beta	2	TRUE	TRUE	TRUE
c104556-g1 1-to-1 SLIRP SRA stem-loop interacting RNA binding protein	1	TRUE	FALSE	FALSE
c104556-g2 1-to-2 GANC,GANAB glucosidase alpha, neutral C	1	TRUE	FALSE	FALSE
c104558-g1 1-to-3 ATL1,ATL2,ATL3 atlastin GTPase 1	1	TRUE	TRUE	TRUE
c104558-g2 (PH domain) - emapper OG	1	TRUE	TRUE	TRUE
c104559-g2 1-to-2 IREB2,ACO1 iron responsive element binding protein 2	1	TRUE	TRUE	TRUE
c104560-g1 1-to-1 ZBED6 zinc finger BED-type containing 6	2	TRUE	TRUE	TRUE
c104561-g1 1-to-2 RPE65,BCO2 RPE65, retinoid isomerohydrolase	1	TRUE	FALSE	FALSE
c104563-g1 PTPRD (protein tyrosine phosphatase receptor type) - emapper OG	1	TRUE	FALSE	FALSE
c104564-g3 (tyrosinase) - emapper OG	1	TRUE	FALSE	FALSE
c104565-g1 1-to-1 L3HYPDH trans-L-3-hydroxyproline dehydratase	1	TRUE	FALSE	FALSE
c104567-g6 1-to-1 HMBS hydroxymethylbilane synthase	1	TRUE	FALSE	FALSE
c104569-g1 hs-LGMN	1	TRUE	TRUE	TRUE
c104569-g2	1	TRUE	FALSE	FALSE
c104569-g3 1-to-1 EIF3A eukaryotic translation initiation factor 3 subunit A	1	TRUE	TRUE	TRUE
c104569-g4	1	FALSE	TRUE	FALSE
c10457-g1	1	TRUE	FALSE	FALSE
c104570-g1 1-to-1 UPF1 UPF1, RNA helicase and ATPase	1	TRUE	TRUE	TRUE
c104571-g1 2-to-2 LLGL1,LLGL2 LLGL1, scribble cell polarity complex component	3	TRUE	TRUE	TRUE
c104571-g2	1	FALSE	TRUE	FALSE
c104572-g1 1-to-1 STT3B STT3B, catalytic subunit of the oligosaccharyltransferase complex	1	TRUE	TRUE	TRUE
c104573-g1 FNBP4 (Formin binding protein 4) - emapper OG	2	TRUE	TRUE	TRUE
c104574-g1 GLDC (glycine dehydrogenase (decarboxylating)) - emapper OG	1	TRUE	TRUE	TRUE
c104575-g1 PARP14 (poly(ADP-ribose) polymerase family member 14) - blastp	1	TRUE	FALSE	FALSE
c104575-g2 (deltex 3-like (Drosophila)) - emapper OG	1	TRUE	FALSE	FALSE
c104576-g1	1	TRUE	FALSE	FALSE
c104576-g2 ZC3HAV1 (poly ADP-ribose polymerase) - emapper OG	2	TRUE	FALSE	FALSE
c104576-g3	1	TRUE	TRUE	TRUE
c104578-g1 1-to-2 OSBP,OSBP2 oxysterol binding protein	1	TRUE	TRUE	TRUE
c104579-g2 MASTL (microtubule associated serine/threonine kinase like) - blastp	2	TRUE	TRUE	FALSE
c104580-g1	2	TRUE	FALSE	FALSE
c104581-g1 5-to-2 ADGRG6,ADGRG2 adhesion G protein-coupled receptor G6	1	FALSE	TRUE	FALSE
c104582-g1 1-to-1 AP4E1 adaptor related protein complex 4 epsilon 1 subunit	1	TRUE	TRUE	TRUE
c104585-g1 1-to-2 PPP2R5C,PPP2R5D protein phosphatase 2 regulatory subunit B'gamma	1	TRUE	TRUE	TRUE
c104586-g3 COL11A1 (Collagen, type XI, alpha 1) - emapper OG	1	TRUE	FALSE	FALSE
c104587-g1 (FAT tumor suppressor homolog) - emapper OG	1	TRUE	FALSE	FALSE
c104588-g1 1-to-1 XRN1 5'-3' exoribonuclease 1	1	TRUE	TRUE	TRUE
c104588-g3 1-to-1 CDK5RAP3 CDK5 regulatory subunit associated protein 3	1	TRUE	TRUE	TRUE
c104589-g2 FG08272.1 (domain containing protein) - emapper OG	2	TRUE	TRUE	TRUE
c104590-g2 NOTCH2 (neurogenic locus notch homolog protein) - emapper OG	1	TRUE	TRUE	TRUE
c104591-g1 TRIM71 (tripartite motif containing 71, E3 ubiquitin protein ligase) - blastp	1	FALSE	TRUE	FALSE
c104594-g1 1-to-1 VPS51 VPS51, GARP complex subunit	3	TRUE	TRUE	FALSE
c104595-g1 BCKDHB (branched chain keto acid dehydrogenase E1, beta polypeptide) - emapper OG	1	TRUE	FALSE	FALSE
c104595-g4	1	TRUE	TRUE	TRUE
c104601-g2 1-to-1 RCL1 RNA terminal phosphate cyclase like 1	1	TRUE	FALSE	FALSE
c104602-g2 2-to-2 FER,FES FER tyrosine kinase	3	TRUE	TRUE	TRUE
c104603-g3 1-to-2 TMUB1,TMUB2 transmembrane and ubiquitin like domain containing 1	1	TRUE	FALSE	FALSE
c104604-g1 1-to-2 STK10,SLK serine/threonine kinase 10	1	TRUE	TRUE	TRUE
c104605-g1 1-to-3 LOXL4,LOXL3,LOXL2 lysyl oxidase like 4	1	TRUE	FALSE	FALSE
c104607-g1 1-to-1 ANKRD50 ankyrin repeat domain 50	1	TRUE	FALSE	FALSE
c104607-g3	1	TRUE	FALSE	FALSE
c104609-g1 (Ring finger protein) - emapper OG	1	TRUE	FALSE	FALSE
c104609-g3 (Ring finger protein) - emapper OG	1	TRUE	TRUE	TRUE
c104610-g1 1-to-1 CHEK2 checkpoint kinase 2	2	TRUE	TRUE	TRUE
c104610-g2 1-to-1 CHEK2 checkpoint kinase 2	2	TRUE	TRUE	FALSE
c104613-g2 1-to-1 SRRT serrate, RNA effector molecule	1	TRUE	TRUE	TRUE
c104614-g2 3-to-2 ATG16L2,ATG16L1 autophagy related 16 like 2	4	TRUE	TRUE	TRUE
c104616-g1 SPAC16E8.12c, Schizosaccharomyces pombe (strain 97..	1	TRUE	FALSE	FALSE
c104619-g3 (cathepsin) - emapper OG	1	TRUE	FALSE	FALSE
c104619-g4 HDLBP (high density lipoprotein binding protein) - emapper OG	2	TRUE	TRUE	TRUE
c104621-g1 1-to-1 DHX35 DEAH-box helicase 35	1	TRUE	FALSE	FALSE
c104621-g4 1-to-1 LARS leucyl-tRNA synthetase	1	TRUE	FALSE	FALSE
c104624-g1 CLPX (ClpX caseinolytic peptidase X homolog (E. coli)) - emapper OG	1	TRUE	FALSE	FALSE
c104625-g2 1-to-3 SGIP1,FCHO2,FCHO1 SH3 domain GRB2 like endophilin interacting protein 1	3	TRUE	TRUE	TRUE
c104626-g2 (chitin synthase) - emapper OG	1	TRUE	TRUE	TRUE
c104627-g1 FG08056.1 () - emapper OG	1	TRUE	FALSE	FALSE
c104628-g1 1-to-14 EPHA8,EPHA1,EPHA4,EPHB3... EPH receptor A8	1	TRUE	TRUE	TRUE
c104629-g1 RNF14 (ring finger protein 14) - blastp	3	TRUE	TRUE	TRUE
c104630-g1 (Gamma-aminobutyric acid (GABA) B receptor) - emapper OG	1	TRUE	TRUE	TRUE
c104631-g1	1	TRUE	FALSE	FALSE
c104632-g1 3-to-1 PTPRQ protein tyrosine phosphatase, receptor type Q	1	TRUE	TRUE	TRUE
c104633-g1 1-to-2 SEC31B,SEC31A SEC31 homolog B, COPII coat complex component	1	TRUE	TRUE	TRUE
c104633-g3 2-to-2 MAPK14,MAPK11 mitogen-activated protein kinase 14	1	TRUE	TRUE	TRUE
c104635-g1 3-to-2 DTX3L,DTX3 deltex E3 ubiquitin ligase 3L	2	TRUE	TRUE	TRUE
c104635-g2	2	TRUE	TRUE	TRUE
c104636-g2 SORCS3 (Sortilin-related VPS10 domain containing receptor) - emapper OG	1	TRUE	FALSE	FALSE
c104637-g1 1-to-2 COPG1,COPG2 coatomer protein complex subunit gamma 1	1	TRUE	TRUE	TRUE
c104639-g1	1	TRUE	FALSE	FALSE
c104639-g2 hs-MTTP	1	TRUE	FALSE	FALSE
c104640-g2 2-to-2 DDX5,DDX17 DEAD-box helicase 5	1	TRUE	TRUE	TRUE
c104640-g3 2-to-2 DDX5,DDX17 DEAD-box helicase 5	2	TRUE	FALSE	FALSE
c104643-g1 1-to-2 EIF4G3,EIF4G1 eukaryotic translation initiation factor 4 gamma 3	3	TRUE	TRUE	TRUE
c104644-g1 1-to-1 COPB1 coatomer protein complex subunit beta 1	1	TRUE	TRUE	TRUE
c104644-g4 OFD1 (Oral-facial-digital syndrome 1) - emapper OG	1	FALSE	TRUE	FALSE
c104645-g1 1-to-3 TCERG1,ARHGAP5,ARHGAP35 transcription elongation regulator 1	1	TRUE	TRUE	TRUE
c104647-g2 1-to-1 LAP3 leucine aminopeptidase 3	1	TRUE	FALSE	FALSE
c104650-g2 2-to-3 MYOF,DYSF myoferlin	2	TRUE	TRUE	TRUE
c104651-g1 1-to-2 TOP1MT,TOP1 topoisomerase (DNA) I, mitochondrial	1	TRUE	TRUE	TRUE
c104652-g2 hs-UBAP2L,UBAP2,PROSER1,ARPP21,C1orf94	1	TRUE	TRUE	TRUE
c104653-g1 1-to-1 EPRS glutamyl-prolyl-tRNA synthetase	1	TRUE	TRUE	TRUE
c104653-g2 2-to-1 EPRS glutamyl-prolyl-tRNA synthetase	1	TRUE	FALSE	FALSE
c104654-g2 hs-GPC1,GPC4,GPC6,GPC5,GPC2,GPC3	2	TRUE	FALSE	FALSE
c104655-g3 (Peptide synthetase) - emapper OG	2	TRUE	FALSE	FALSE
c104656-g1 KLHDC8B (kelch domain containing 8B) - blastp	1	TRUE	FALSE	FALSE
c104657-g1 1-to-3 CHD5,CHD4,CHD3 chromodomain helicase DNA binding protein 5	1	TRUE	TRUE	TRUE
c104658-g2 1-to-1 CHD1L chromodomain helicase DNA binding protein 1 like	4	TRUE	TRUE	TRUE
c104659-g1 2-to-5 SEC14L3,SEC14L4,SEC14L6,AC004832.3... SEC14 like lipid binding 3	3	TRUE	TRUE	FALSE
c104662-g1 PSMD8 (proteasome (prosome, macropain) 26S subunit, non-ATPase, 8) - emapper OG	1	TRUE	TRUE	TRUE
c104662-g2 1-to-2 PLCL1,PLCL2 phospholipase C like 1 (inactive)	2	TRUE	FALSE	FALSE
c104664-g1 1-to-2 SMARCA2,SMARCA4 SWI/SNF related, matrix associated, actin dependent regulator of chromatin,	1	TRUE	TRUE	TRUE
c104665-g2 (Endoglycoceramidase) - emapper OG	1	TRUE	FALSE	FALSE
c104665-g3 CDHR3 (Cadherins are calcium dependent cell adhesion proteins (By similarity)) - emapper OG	1	TRUE	TRUE	TRUE
c104667-g4 9-to-1 UNC13D unc-13 homolog D	1	TRUE	FALSE	FALSE
c104668-g1 2-to-1 SDK2 sidekick cell adhesion molecule 2	2	TRUE	TRUE	TRUE
c104670-g4 1-to-1 NOS1AP nitric oxide synthase 1 adaptor protein	2	TRUE	TRUE	FALSE
c104671-g2	1	TRUE	TRUE	TRUE
c104671-g3 1-to-1 DNAJC2 DnaJ heat shock protein family (Hsp40) member C2	1	TRUE	FALSE	FALSE
c104672-g1 (protein tyrosine phosphatase receptor type) - emapper OG	2	TRUE	TRUE	FALSE
c104674-g1 1-to-1 DCTN1 dynactin subunit 1	1	TRUE	TRUE	TRUE
c104676-g1 GPD2 (glycerol-3-phosphate dehydrogenase 2 (mitochondrial)) - emapper OG	1	TRUE	TRUE	TRUE
c104677-g1 1-to-1 MCC mutated in colorectal cancers	1	FALSE	TRUE	FALSE
