Automated.name	clean_annotation_name	clean_annotation_name_fixed	Plot_Module	Label_Name	module
c104108-g1 1-to-1 MYCBP2 MYC binding protein 2, E3 ubiquitin protein ligase	MYCBP2	MYCBP2	TRUE	FALSE	JNK/p38 MAPK signaling
c104108-g1 1-to-1 MYCBP2 MYC binding protein 2, E3 ubiquitin protein ligase	MYCBP2	MYCBP2	TRUE	FALSE	MTORC2 signaling
c104114-g1 M, Measles virus (strain Yamagata-1)	M,	M	FALSE	FALSE	Regulation of adhesion complexes
c102046-g2 IL16 (Interleukin 16) - emapper OG	NA	NA	FALSE	FALSE	Regulation of inflammation
c104138-g2 1-to-2 EIF4G3,EIF4G1 eukaryotic translation initiation factor 4 gamma 3	EIF4G3,EIF4G1	EIF4G3,EIF4G1	FALSE	FALSE	RNA processing
c104144-g1 1-to-2 ROCK2,ROCK1 Rho associated coiled-coil containing protein kinase 2	ROCK2,ROCK1	ROCK2,ROCK1	TRUE	TRUE	Actomyosin contractility
c104144-g1 1-to-2 ROCK2,ROCK1 Rho associated coiled-coil containing protein kinase 2	ROCK2,ROCK1	ROCK2,ROCK1	TRUE	TRUE	GPCR signaling
c104144-g1 1-to-2 ROCK2,ROCK1 Rho associated coiled-coil containing protein kinase 2	ROCK2,ROCK1	ROCK2,ROCK1	TRUE	TRUE	RhoA GTPase signaling
c104144-g1 1-to-2 ROCK2,ROCK1 Rho associated coiled-coil containing protein kinase 2	ROCK2,ROCK1	ROCK2,ROCK1	TRUE	TRUE	Rho signaling
c104145-g1 1-to-3 PDLIM7,LDB3,PDLIM5 PDZ and LIM domain 7	PDLIM7,LDB3,PDLIM5	PDLIM7,LDB3,PDLIM5	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c104145-g1 1-to-3 PDLIM7,LDB3,PDLIM5 PDZ and LIM domain 7	PDLIM7,LDB3,PDLIM5	PDLIM7,LDB3,PDLIM5	TRUE	FALSE	Regulation of inflammation
c104149-g1 4-to-1 TRAF2 TNF receptor associated factor 2	TRAF2	TRAF2	FALSE	FALSE	JNK/p38 MAPK signaling
c104149-g1 4-to-1 TRAF2 TNF receptor associated factor 2	TRAF2	TRAF2	FALSE	FALSE	Regulation of inflammation
c102681-g1 (Immunoglobulin I-set domain) - emapper OG	NA	NA	FALSE	FALSE	Regulation of adhesion complexes
c104152-g2 TNS3 (Tensin 3) - emapper OG	TNS3	TNS3	FALSE	FALSE	Regulation of adhesion complexes
c104152-g2 TNS3 (Tensin 3) - emapper OG	TNS3	TNS3	FALSE	FALSE	Regulation of cytoskeleton at the membrane
c91405-g1 2-to-1 INF2 inverted formin, FH2 and WH2 domain containing	NA	NA	FALSE	FALSE	Actin dynamics
c91405-g1 2-to-1 INF2 inverted formin, FH2 and WH2 domain containing	NA	NA	FALSE	FALSE	Vesicular trafficking
c104155-g3 1-to-1 PTEN phosphatase and tensin homolog	PTEN	PTEN	TRUE	TRUE	Phospholipid signaling
c104155-g3 1-to-1 PTEN phosphatase and tensin homolog	PTEN	PTEN	TRUE	TRUE	PI3K signaling
c100113-g1 1-to-1 INIP INTS3 and NABP interacting protein	NA	NA	FALSE	FALSE	Regulation of cell cycle
c104166-g1 1-to-1 RABGEF1 RAB guanine nucleotide exchange factor 1	RABGEF1	RABGEF1	FALSE	FALSE	Vesicular trafficking
c103359-g2 (Inner centromere) - emapper OG	NA	NA	FALSE	FALSE	Regulation of ciliary function
c101894-g1 (Inherit from euNOG: Inter-alpha-trypsin inhibitor heavy chain) - emapper OG	NA	NA	FALSE	FALSE	Regulation of adhesion complexes
c104421-g2 (Inherit from euNOG: Inter-alpha-trypsin inhibitor heavy chain) - emapper OG	NA	NA	FALSE	FALSE	Regulation of adhesion complexes
c99719-g1 1-to-1 INTU inturned planar cell polarity protein	NA	NA	FALSE	FALSE	Regulation of ciliary function
c104187-g2 ARHGEF12 (RHo Guanine nucleotide exchange Factor) - emapper OG	ARHGEF12	ARHGEF12	TRUE	TRUE	GPCR signaling
c104187-g2 ARHGEF12 (RHo Guanine nucleotide exchange Factor) - emapper OG	ARHGEF12	ARHGEF12	TRUE	TRUE	RhoA GTPase signaling
c104187-g2 ARHGEF12 (RHo Guanine nucleotide exchange Factor) - emapper OG	ARHGEF12	ARHGEF12	TRUE	TRUE	Rho signaling
c104195-g2 1-to-2 ANK1,ANK2 ankyrin 1	ANK1,ANK2	ANK1,ANK2	TRUE	TRUE	Regulation of adhesion complexes
c104195-g2 1-to-2 ANK1,ANK2 ankyrin 1	ANK1,ANK2	ANK1,ANK2	TRUE	TRUE	Regulation of cytoskeleton at the membrane
c104198-g1 1-to-2 ARFGAP3,ARFGAP2 ADP ribosylation factor GTPase activating protein 3	ARFGAP3,ARFGAP2	ARFGAP3,ARFGAP2	FALSE	FALSE	Vesicular trafficking
c104203-g1 CCDC50 (coiled-coil domain containing 50) - blastp	CCDC50	CCDC50	FALSE	FALSE	Regulation of inflammation
c104203-g1 CCDC50 (coiled-coil domain containing 50) - blastp	CCDC50	CCDC50	FALSE	FALSE	Vesicular trafficking
c104204-g1 1-to-1 VIPAS39 VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	VIPAS39	VIPAS39	FALSE	FALSE	Lysosomes
c104204-g1 1-to-1 VIPAS39 VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	VIPAS39	VIPAS39	FALSE	FALSE	Vesicular trafficking
c95656-g1 (Inherit from opiNOG: involved in rRNA processing (By similarity)) - emapper OG	NA	NA	FALSE	FALSE	RNA processing
c104215-g1 1-to-2 HIP1R,HIP1 huntingtin interacting protein 1 related	HIP1R,HIP1	HIP1R,HIP1	FALSE	FALSE	Vesicular trafficking
c104222-g1 1-to-3 STRN,STRN3,STRN4 striatin	STRN,STRN3,STRN4	STRN,STRN3,STRN4	TRUE	FALSE	Regulation of adhesion complexes
c101940-g3 5-to-1 IQSEC2 IQ motif and Sec7 domain 2	NA	NA	FALSE	FALSE	Vesicular trafficking
c104364-g1 5-to-3 IQSEC2,IQSEC3,IQSEC1 IQ motif and Sec7 domain 2	NA	NA	FALSE	FALSE	Vesicular trafficking
c104237-g3 SWAP70 (SWAP switching B-cell complex 70kDa subunit) - emapper OG	SWAP70	SWAP70	TRUE	FALSE	Actin dynamics
c104237-g3 SWAP70 (SWAP switching B-cell complex 70kDa subunit) - emapper OG	SWAP70	SWAP70	TRUE	FALSE	Actin network assembly
c104237-g3 SWAP70 (SWAP switching B-cell complex 70kDa subunit) - emapper OG	SWAP70	SWAP70	TRUE	FALSE	Rac1 GTPase signaling
c104237-g3 SWAP70 (SWAP switching B-cell complex 70kDa subunit) - emapper OG	SWAP70	SWAP70	TRUE	FALSE	RhoA GTPase signaling
c104237-g3 SWAP70 (SWAP switching B-cell complex 70kDa subunit) - emapper OG	SWAP70	SWAP70	TRUE	FALSE	Rho signaling
c104242-g1 SAMD4B (sterile alpha motif domain containing) - emapper OG	SAMD4B	SAMD4B	FALSE	FALSE	RNA processing
c103564-g1 (PTB domain (IRS-1 type)) - emapper OG	NA	NA	FALSE	FALSE	Metabolism
c104245-g1 MLT-7 (Peroxidasin homolog) - emapper OG	MLT-7	MLT-7	TRUE	FALSE	NO signaling
c104245-g1 MLT-7 (Peroxidasin homolog) - emapper OG	MLT-7	MLT-7	TRUE	FALSE	Regulation of adhesion complexes
c104247-g1 BZRAP1 (RIMS binding protein) - emapper OG	BZRAP1	BZRAP1	TRUE	FALSE	Exocytosis
c104247-g1 BZRAP1 (RIMS binding protein) - emapper OG	BZRAP1	BZRAP1	TRUE	FALSE	Synaptic vesicle
c104247-g1 BZRAP1 (RIMS binding protein) - emapper OG	BZRAP1	BZRAP1	TRUE	FALSE	Vesicular trafficking
c104253-g1 1-to-1 UNK unkempt family zinc finger	UNK	UNK	FALSE	FALSE	Microtubule dynamics
c104253-g1 1-to-1 UNK unkempt family zinc finger	UNK	UNK	FALSE	FALSE	RNA processing
c103615-g1 1-to-3 ITGA3,ITGA6,ITGA7 integrin subunit alpha 3	NA	NA	TRUE	FALSE	Regulation of adhesion complexes
c103615-g1 1-to-3 ITGA3,ITGA6,ITGA7 integrin subunit alpha 3	NA	NA	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c104262-g1 ((ABC) transporter) - emapper OG	ABC	ABC	FALSE	FALSE	Plasma membrane transporter
c100061-g1 1-to-4 JPH3,JPH1,JPH2,JPH4 junctophilin 3	NA	NA	TRUE	FALSE	Actomyosin contractility
c100061-g1 1-to-4 JPH3,JPH1,JPH2,JPH4 junctophilin 3	NA	NA	TRUE	FALSE	Regulation of adhesion complexes
c100061-g1 1-to-4 JPH3,JPH1,JPH2,JPH4 junctophilin 3	NA	NA	TRUE	FALSE	Regulation of calcium signaling
c100411-g1 KANK1 (KN motif and ankyrin repeat domains 1) - blastp	NA	NA	TRUE	FALSE	Regulation of adhesion complexes
c100411-g1 KANK1 (KN motif and ankyrin repeat domains 1) - blastp	NA	NA	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c100411-g1 KANK1 (KN motif and ankyrin repeat domains 1) - blastp	NA	NA	TRUE	FALSE	RhoA GTPase signaling
c104280-g4 1-to-1 BRSK2 BR serine/threonine kinase 2	BRSK2	BRSK2	FALSE	FALSE	Metabolism
c104280-g4 1-to-1 BRSK2 BR serine/threonine kinase 2	BRSK2	BRSK2	FALSE	FALSE	Regulation of cell cycle
c104281-g1 1-to-1 HID1 HID1 domain containing	HID1	HID1	FALSE	FALSE	Vesicular trafficking
c104283-g2 1-to-2 USP32,USP6 ubiquitin specific peptidase 32	USP32,USP6	USP32,USP6	FALSE	FALSE	Regulation of inflammation
c104291-g4 CRN8, Phytophthora infestans	CRN8,	CRN8	FALSE	FALSE	Apoptosis
c102131-g1 1-to-1 KAT5 lysine acetyltransferase 5	NA	NA	FALSE	FALSE	Apoptosis
c95660-g1 1-to-2 KCNIP4,KCNIP2 potassium voltage-gated channel interacting protein 4	NA	NA	FALSE	FALSE	Regulation of calcium signaling
c104302-g1 2-to-2 ARHGAP5,ARHGAP35 Rho GTPase activating protein 5	ARHGAP5,ARHGAP35	ARHGAP5,ARHGAP35	TRUE	TRUE	RhoA GTPase signaling
c104302-g1 2-to-2 ARHGAP5,ARHGAP35 Rho GTPase activating protein 5	ARHGAP5,ARHGAP35	ARHGAP5,ARHGAP35	TRUE	TRUE	Rho signaling
c104309-g1 TRAF4 (TNF receptor associated factor 4) - blastp	TRAF4	TRAF4	FALSE	FALSE	JNK/p38 MAPK signaling
c104309-g1 TRAF4 (TNF receptor associated factor 4) - blastp	TRAF4	TRAF4	FALSE	FALSE	Regulation of inflammation
c104312-g1 1-to-4 LRCH4,LRCH2,LRCH3,LRCH1 leucine rich repeats and calponin homology domain containing 4	LRCH4,LRCH2,LRCH3,LRCH1	LRCH4,LRCH2,LRCH3,LRCH1	FALSE	FALSE	Cdc42 GTPase signaling
c104312-g1 1-to-4 LRCH4,LRCH2,LRCH3,LRCH1 leucine rich repeats and calponin homology domain containing 4	LRCH4,LRCH2,LRCH3,LRCH1	LRCH4,LRCH2,LRCH3,LRCH1	FALSE	FALSE	Rho signaling
c104327-g1 1-to-1 WDR11 WD repeat domain 11	WDR11	WDR11	FALSE	FALSE	Regulation of cell cycle
c100471-g1 1-to-1 KIAA0355 KIAA0355	NA	NA	TRUE	FALSE	Rac1 GTPase signaling
c100471-g1 1-to-1 KIAA0355 KIAA0355	NA	NA	TRUE	FALSE	Regulation of ciliary function
c100471-g1 1-to-1 KIAA0355 KIAA0355	NA	NA	TRUE	FALSE	RhoA GTPase signaling
c106661-g1 KIF14 (kinesin family member 14) - emapper OG	NA	NA	FALSE	FALSE	Vesicular trafficking
c104344-g1 3-to-1 ITGB1 integrin subunit beta 1	ITGB1	ITGB1	TRUE	TRUE	Regulation of adhesion complexes
c104354-g1 1-to-3 SORBS3,SORBS2,SORBS1 sorbin and SH3 domain containing 3	SORBS3,SORBS2,SORBS1	SORBS3,SORBS2,SORBS1	TRUE	FALSE	Actin dynamics
c104354-g1 1-to-3 SORBS3,SORBS2,SORBS1 sorbin and SH3 domain containing 3	SORBS3,SORBS2,SORBS1	SORBS3,SORBS2,SORBS1	TRUE	FALSE	Regulation of adhesion complexes
c104354-g1 1-to-3 SORBS3,SORBS2,SORBS1 sorbin and SH3 domain containing 3	SORBS3,SORBS2,SORBS1	SORBS3,SORBS2,SORBS1	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c104358-g1 Tbkbp1, Rattus norvegicus	Tbkbp1,	Tbkbp1	FALSE	FALSE	Regulation of inflammation
c104369-g2 1-to-1 MPP5 membrane palmitoylated protein 5	MPP5	MPP5	FALSE	FALSE	Regulation of adhesion complexes
c104372-g1 CLIP1 (CAP-GLY domain containing linker protein) - emapper OG	CLIP1	CLIP1	FALSE	FALSE	Microtubule dynamics
c104372-g1 CLIP1 (CAP-GLY domain containing linker protein) - emapper OG	CLIP1	CLIP1	FALSE	FALSE	Vesicular trafficking
c104373-g1 ACLY (ATP citrate lyase) - emapper OG	ACLY	ACLY	FALSE	FALSE	Metabolism
c104374-g1 3-to-2 TLN1,TLN2 talin 1	TLN1,TLN2	TLN1,TLN2	TRUE	FALSE	Actomyosin contractility
c104374-g1 3-to-2 TLN1,TLN2 talin 1	TLN1,TLN2	TLN1,TLN2	TRUE	FALSE	Regulation of adhesion complexes
c104374-g1 3-to-2 TLN1,TLN2 talin 1	TLN1,TLN2	TLN1,TLN2	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c104374-g2 1-to-1 WDR7 WD repeat domain 7	WDR7	WDR7	FALSE	FALSE	Regulation of cell cycle
c104379-g2 dm-FAM21	WASHC2A/C	WASHC2A/C	TRUE	FALSE	Actin network assembly
c104382-g1 GIT2 (G protein-coupled receptor kinase interacting ArfGAP) - emapper OG	GIT2	GIT2	TRUE	TRUE	Cdc42 GTPase signaling
c104382-g1 GIT2 (G protein-coupled receptor kinase interacting ArfGAP) - emapper OG	GIT2	GIT2	TRUE	TRUE	GPCR signaling
c104382-g1 GIT2 (G protein-coupled receptor kinase interacting ArfGAP) - emapper OG	GIT2	GIT2	TRUE	TRUE	Rac1 GTPase signaling
c104382-g1 GIT2 (G protein-coupled receptor kinase interacting ArfGAP) - emapper OG	GIT2	GIT2	TRUE	TRUE	RhoA GTPase signaling
c104382-g1 GIT2 (G protein-coupled receptor kinase interacting ArfGAP) - emapper OG	GIT2	GIT2	TRUE	TRUE	Rho signaling
c104382-g2 GIT2 (G protein-coupled receptor kinase interacting ArfGAP) - emapper OG	GIT2	GIT2	TRUE	TRUE	Cdc42 GTPase signaling
c104382-g2 GIT2 (G protein-coupled receptor kinase interacting ArfGAP) - emapper OG	GIT2	GIT2	TRUE	TRUE	GPCR signaling
c104382-g2 GIT2 (G protein-coupled receptor kinase interacting ArfGAP) - emapper OG	GIT2	GIT2	TRUE	TRUE	Rac1 GTPase signaling
c104382-g2 GIT2 (G protein-coupled receptor kinase interacting ArfGAP) - emapper OG	GIT2	GIT2	TRUE	TRUE	RhoA GTPase signaling
c104382-g2 GIT2 (G protein-coupled receptor kinase interacting ArfGAP) - emapper OG	GIT2	GIT2	TRUE	TRUE	Rho signaling
c104383-g1 1-to-2 ABL1,ABL2 ABL proto-oncogene 1, non-receptor tyrosine kinase	ABL1,ABL2	ABL1,ABL2	FALSE	FALSE	Regulation of adhesion complexes
c104388-g1 1-to-4 SIPA1L3,SIPA1L2,SIPA1,SIPA1L1 signal induced proliferation associated 1 like 3	SIPA1L3,SIPA1L2,SIPA1,SIPA1L1	SIPA1L3,SIPA1L2,SIPA1,SIPA1L1	FALSE	FALSE	Regulation of adhesion complexes
c104392-g1 SUPT16H (suppressor of Ty 16 homolog (S. cerevisiae)) - emapper OG	SUPT16H	SUPT16H	FALSE	FALSE	Chaperone
c104398-g1 1-to-1 CSDE1 cold shock domain containing E1	CSDE1	CSDE1	FALSE	FALSE	RNA processing
c104400-g1 1-to-1 NUP210L nucleoporin 210 like	NUP210L	NUP210L	FALSE	FALSE	Microtubule dynamics
c104413-g2 1-to-1 SCML2 sex comb on midleg like 2 (Drosophila)	SCML2	SCML2	FALSE	FALSE	Differentiation (reproductive cell related)
c104418-g1 1-to-3 KDM5B,KDM5C,KDM5A lysine demethylase 5B	KDM5B,KDM5C,KDM5A	KDM5B,KDM5C,KDM5A	FALSE	FALSE	Regulation of inflammation
c104421-g1 (Inherit from euNOG: Inter-alpha-trypsin inhibitor heavy chain) - emapper OG	Inter-alpha-trypsininhibitorheavychain	Inter-alpha-trypsininhibitorheavychain	FALSE	FALSE	Regulation of adhesion complexes
c111633-g1 1-to-2 LASP1,NEBL LIM and SH3 protein 1	NA	NA	TRUE	FALSE	Regulation of adhesion complexes
c111633-g1 1-to-2 LASP1,NEBL LIM and SH3 protein 1	NA	NA	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c104422-g1 1-to-1 RAPH1 Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	RAPH1	RAPH1	TRUE	FALSE	Actin network assembly
c104422-g1 1-to-1 RAPH1 Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	RAPH1	RAPH1	TRUE	FALSE	Regulation of adhesion complexes
c104424-g3 1-to-2 PRKCQ,PRKCD protein kinase C theta	PRKCQ,PRKCD	PRKCQ,PRKCD	FALSE	FALSE	Apoptosis
c104424-g3 1-to-2 PRKCQ,PRKCD protein kinase C theta	PRKCQ,PRKCD	PRKCQ,PRKCD	FALSE	FALSE	Regulation of inflammation
c104427-g1 1-to-1 DGKQ diacylglycerol kinase theta	DGKQ	DGKQ	TRUE	FALSE	Phospholipid signaling
c104430-g1 1-to-2 MYO7A,MYO7B myosin VIIA	MYO7A,MYO7B	MYO7A,MYO7B	TRUE	FALSE	Actomyosin contractility
c104430-g1 1-to-2 MYO7A,MYO7B myosin VIIA	MYO7A,MYO7B	MYO7A,MYO7B	TRUE	FALSE	Regulation of ciliary function
c104430-g1 1-to-2 MYO7A,MYO7B myosin VIIA	MYO7A,MYO7B	MYO7A,MYO7B	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c104450-g2 3-to-2 HECW2,HECW1 HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	HECW2,HECW1	HECW2,HECW1	FALSE	FALSE	Regulation of adhesion complexes
c104451-g2 1-to-5 SYTL2,SYTL4,SYTL5,SYTL1... synaptotagmin like 2	SYTL2,SYTL4,SYTL5,SYTL1...	SYTL2,SYTL4,SYTL5,SYTL1...	TRUE	FALSE	Exocytosis
c104451-g2 1-to-5 SYTL2,SYTL4,SYTL5,SYTL1... synaptotagmin like 2	SYTL2,SYTL4,SYTL5,SYTL1...	SYTL2,SYTL4,SYTL5,SYTL1...	TRUE	FALSE	Vesicular trafficking
c98522-g1 1-to-2 LATS2,LATS1 large tumor suppressor kinase 2	NA	NA	FALSE	FALSE	Regulation of cell cycle
c104456-g1 1-to-1 PSMD1 proteasome 26S subunit, non-ATPase 1	PSMD1	PSMD1	FALSE	FALSE	Chaperone
c104457-g1 1-to-2 PPP1R16A,PPP1R16B protein phosphatase 1 regulatory subunit 16A	PPP1R16A,PPP1R16B	PPP1R16A,PPP1R16B	TRUE	TRUE	Actomyosin contractility
c104457-g1 1-to-2 PPP1R16A,PPP1R16B protein phosphatase 1 regulatory subunit 16A	PPP1R16A,PPP1R16B	PPP1R16A,PPP1R16B	TRUE	TRUE	GPCR signaling
c104457-g1 1-to-2 PPP1R16A,PPP1R16B protein phosphatase 1 regulatory subunit 16A	PPP1R16A,PPP1R16B	PPP1R16A,PPP1R16B	TRUE	TRUE	RhoA GTPase signaling
c104457-g1 1-to-2 PPP1R16A,PPP1R16B protein phosphatase 1 regulatory subunit 16A	PPP1R16A,PPP1R16B	PPP1R16A,PPP1R16B	TRUE	TRUE	Rho signaling
c104460-g1 1-to-2 NFKB1,NFKB2 nuclear factor kappa B subunit 1	NFKB1,NFKB2	NFKB1,NFKB2	FALSE	FALSE	Regulation of inflammation
c104475-g1 ETS1 (V-ets erythroblastosis virus E26 oncogene homolog) - emapper OG	ETS1	ETS1	FALSE	FALSE	Regulation of cell cycle
c104478-g3 1-to-2 RGS12,RGS14 regulator of G protein signaling 12	RGS12,RGS14	RGS12,RGS14	TRUE	TRUE	GPCR signaling
c104528-g1 (NADPH Oxidase) - emapper OG	NADPHOxidase	NADPHOxidase	TRUE	TRUE	Metabolism
c104528-g1 (NADPH Oxidase) - emapper OG	NADPHOxidase	NADPHOxidase	TRUE	TRUE	NO signaling
c104535-g1 2-to-1 TNR tenascin R	TNR	TNR	FALSE	FALSE	Differentiation (gland cell related)
c104535-g1 2-to-1 TNR tenascin R	TNR	TNR	FALSE	FALSE	Regulation of adhesion complexes
c104538-g1 1-to-1 UPF2 UPF2, regulator of nonsense mediated mRNA decay	UPF2	UPF2	FALSE	FALSE	RNA processing
c104546-g1 1-to-4 MARK4,MARK2,MARK3,MARK1 microtubule affinity regulating kinase 4	MARK4,MARK2,MARK3,MARK1	MARK4,MARK2,MARK3,MARK1	FALSE	FALSE	Microtubule dynamics
c104551-g2 1-to-1 TRIP12 thyroid hormone receptor interactor 12	TRIP12	TRIP12	FALSE	FALSE	Regulation of cell cycle
c104553-g2 1-to-2 MYO18B,MYO18A myosin XVIIIB	MYO18B,MYO18A	MYO18B,MYO18A	TRUE	FALSE	Actomyosin contractility
c104554-g3 1-to-2 ACACB,ACACA acetyl-CoA carboxylase beta	ACACB,ACACA	ACACB,ACACA	FALSE	FALSE	Metabolism
c104554-g3 1-to-2 ACACB,ACACA acetyl-CoA carboxylase beta	ACACB,ACACA	ACACB,ACACA	FALSE	FALSE	Phospholipid signaling
c104560-g1 1-to-1 ZBED6 zinc finger BED-type containing 6	ZBED6	ZBED6	TRUE	FALSE	Differentiation (muscle cell related)
c104560-g1 1-to-1 ZBED6 zinc finger BED-type containing 6	ZBED6	ZBED6	TRUE	FALSE	Regulation of adhesion complexes
c104569-g3 1-to-1 EIF3A eukaryotic translation initiation factor 3 subunit A	EIF3A	EIF3A	FALSE	FALSE	RNA processing
c104571-g1 2-to-2 LLGL1,LLGL2 LLGL1, scribble cell polarity complex component	LLGL1,LLGL2	LLGL1,LLGL2	FALSE	FALSE	Regulation of adhesion complexes
c104572-g1 1-to-1 STT3B STT3B, catalytic subunit of the oligosaccharyltransferase complex	STT3B	STT3B	FALSE	FALSE	Chaperone
c104572-g1 1-to-1 STT3B STT3B, catalytic subunit of the oligosaccharyltransferase complex	STT3B	STT3B	FALSE	FALSE	Vesicular trafficking
c104578-g1 1-to-2 OSBP,OSBP2 oxysterol binding protein	OSBP,OSBP2	OSBP,OSBP2	TRUE	FALSE	Phospholipid signaling
c104578-g1 1-to-2 OSBP,OSBP2 oxysterol binding protein	OSBP,OSBP2	OSBP,OSBP2	TRUE	FALSE	Vesicular trafficking
c104582-g1 1-to-1 AP4E1 adaptor related protein complex 4 epsilon 1 subunit	AP4E1	AP4E1	FALSE	FALSE	Vesicular trafficking
c104585-g1 1-to-2 PPP2R5C,PPP2R5D protein phosphatase 2 regulatory subunit B'gamma	PPP2R5C,PPP2R5D	PPP2R5C,PPP2R5D	TRUE	FALSE	JNK/p38 MAPK signaling
c104585-g1 1-to-2 PPP2R5C,PPP2R5D protein phosphatase 2 regulatory subunit B'gamma	PPP2R5C,PPP2R5D	PPP2R5C,PPP2R5D	TRUE	FALSE	MTORC2 signaling
c104588-g1 1-to-1 XRN1 5'-3' exoribonuclease 1	XRN1	XRN1	FALSE	FALSE	RNA processing
c96580-g1 lia1, Emericella nidulans (strain FGSC A4 / ATCC 3..	NA	NA	FALSE	FALSE	Metabolism
c102807-g1 1-to-2 LIMK1,LIMK2 LIM domain kinase 1	NA	NA	TRUE	FALSE	Actin dynamics
c102807-g1 1-to-2 LIMK1,LIMK2 LIM domain kinase 1	NA	NA	TRUE	FALSE	Actomyosin contractility
c102807-g1 1-to-2 LIMK1,LIMK2 LIM domain kinase 1	NA	NA	TRUE	FALSE	RhoA GTPase signaling
c104602-g2 2-to-2 FER,FES FER tyrosine kinase	FER,FES	FER,FES	FALSE	FALSE	Regulation of adhesion complexes
c104604-g1 1-to-2 STK10,SLK serine/threonine kinase 10	STK10,SLK	STK10,SLK	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c104614-g2 3-to-2 ATG16L2,ATG16L1 autophagy related 16 like 2	ATG16L2,ATG16L1	ATG16L2,ATG16L1	FALSE	FALSE	Vesicular trafficking
c104619-g4 HDLBP (high density lipoprotein binding protein) - emapper OG	HDLBP	HDLBP	FALSE	FALSE	Metabolism
c104619-g4 HDLBP (high density lipoprotein binding protein) - emapper OG	HDLBP	HDLBP	FALSE	FALSE	Phospholipid signaling
c104619-g4 HDLBP (high density lipoprotein binding protein) - emapper OG	HDLBP	HDLBP	FALSE	FALSE	RNA processing
c104625-g2 1-to-3 SGIP1,FCHO2,FCHO1 SH3 domain GRB2 like endophilin interacting protein 1	SGIP1,FCHO2,FCHO1	SGIP1,FCHO2,FCHO1	FALSE	FALSE	Vesicular trafficking
c96801-g1 1-to-1 LIN52 lin-52 DREAM MuvB core complex component	NA	NA	FALSE	FALSE	Regulation of cell cycle
c104630-g1 (Gamma-aminobutyric acid (GABA) B receptor) - emapper OG	Gamma-aminobutyricacidGABA	Gamma-aminobutyricacidGABA	TRUE	TRUE	GPCR signaling
c97937-g1 LOC1, Meyerozyma guilliermondii (strain ATCC 6260 ..	NA	NA	FALSE	FALSE	RNA processing
c104633-g3 2-to-2 MAPK14,MAPK11 mitogen-activated protein kinase 14	MAPK14,MAPK11	MAPK14,MAPK11	FALSE	FALSE	JNK/p38 MAPK signaling
c104635-g1 3-to-2 DTX3L,DTX3 deltex E3 ubiquitin ligase 3L	DTX3L,DTX3	DTX3L,DTX3	FALSE	FALSE	Regulation of inflammation
c107447-g1 1-to-1 LRGUK leucine rich repeats and guanylate kinase domain containing	NA	NA	FALSE	FALSE	Regulation of ciliary function
c104645-g1 1-to-3 TCERG1,ARHGAP5,ARHGAP35 transcription elongation regulator 1	TCERG1,ARHGAP5,ARHGAP35	TCERG1,ARHGAP5,ARHGAP35	TRUE	FALSE	RhoA GTPase signaling
c104645-g1 1-to-3 TCERG1,ARHGAP5,ARHGAP35 transcription elongation regulator 1	TCERG1,ARHGAP5,ARHGAP35	TCERG1,ARHGAP5,ARHGAP35	TRUE	FALSE	Rho signaling
c104653-g1 1-to-1 EPRS glutamyl-prolyl-tRNA synthetase	EPRS	EPRS	FALSE	FALSE	Regulation of inflammation
c102002-g1 1-to-1 LSM12 LSM12 homolog	NA	NA	TRUE	FALSE	Regulation of calcium signaling
c94687-g1 Lurap1, Rattus norvegicus	NA	NA	TRUE	FALSE	Actomyosin contractility
c94687-g1 Lurap1, Rattus norvegicus	NA	NA	TRUE	FALSE	Cdc42 GTPase signaling
c94687-g1 Lurap1, Rattus norvegicus	NA	NA	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c104665-g3 CDHR3 (Cadherins are calcium dependent cell adhesion proteins (By similarity)) - emapper OG	CDHR3	CDHR3	TRUE	TRUE	Regulation of adhesion complexes
c104668-g1 2-to-1 SDK2 sidekick cell adhesion molecule 2	SDK2	SDK2	TRUE	FALSE	Regulation of adhesion complexes
c2944-g1 LYSMD3 (peptidoglycan-binding, domain containing 3) - emapper OG	NA	NA	FALSE	FALSE	Regulation of inflammation
c104674-g1 1-to-1 DCTN1 dynactin subunit 1	DCTN1	DCTN1	FALSE	FALSE	Vesicular trafficking
c100840-g1 1-to-1 MAEL maelstrom spermatogenic transposon silencer	NA	NA	FALSE	FALSE	RNA processing
c104697-g1 1-to-2 SCRIB,LRRC1 scribbled planar cell polarity protein	SCRIB,LRRC1	SCRIB,LRRC1	TRUE	FALSE	Regulation of adhesion complexes
